Text,Sentiment
"#ClimateChange #CC Abrupt climate change may have doomed mammoths and other megafauna, sc... http://t.co/taVMCz37E7 #UniteBlue #Tcot :-(",Negative
#ClimateChange #CC Australia's 'dirtiest' power station considers 'clean energy' biomass ... http://t.co/YeQABq6tsL #UniteBlue #Tcot :-(,Positive
#ClimateChange #CC It ain't easy being green if you're a golf course in California.: Ulti... http://t.co/La82RXzTs2 #UniteBlue #Tcot :-(,Negative
@Mess0019 Well I am sure your work day is over before mine :(,Positive
@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((,Positive
i miss my kindergarten kids :(,Negative
HUNGRY :-(,Neutral
cant find the only book that keeps me sane :((,Neutral
Literally there are three lounge events why :-( So much turn up I'm sad,Negative
@carliot23 Miss you Boss :(,Negative
I love hozier :-(,Positive
"@IzzyTailford that's true, I just want it soooooooner :(",Positive
Ahh Fam @MeekMill :( #RespectLost http://t.co/NT25MYnGYd,Neutral
@shokako1104 I'm sorry :( ! What is hypercholesteloremia ? Are you ok ?,Positive
Baby still looks tired :(,Negative
Can someone gift me calibraska :(,Positive
@Rico_Shabbir the massive shame about it is we would actually be genuine contenders but it won't happen :(,Negative
My head always hurts if I stay up late lmao :(,Positive
@ErnestLozoya how are u older than me :(,Neutral
Backed out :(,Neutral
u sound upset :( https://t.co/JZBFBKld8Q,Negative
So much misses :-( https://t.co/pn2HvGdnFT,Negative
I MISS INFINITE :-(,Negative
@DiscoQing AoS doesn't do it for me but I don't want to stick with 8th either. :(,Neutral
@madrigalandreaa its too much  serious yun eh :(,Negative
My room is way too hot :-(,Neutral
I still havent found my Handsome Jack drawing :((((,Negative
@twcxmina shit :(,Negative
But cut encore :(((( #bad4thwin,Negative
I wish I had my own Baymax :(,Positive
Sick :(,Negative
@LittleMix French mixers miss you so much :( 💜,Negative
Wft.. can't watch the awesome replay!! :-( https://t.co/ChzrqtelPh,Negative
@Viiiiiiiiev what happened?? :(((,Neutral
Party promotions are over :(,Positive
Music bank encore always so short :(,Neutral
BABY BOY :((((,Neutral
@flipkartsupport my order has been received at the hub nearest but doesn't look like it will be delivered today :( (1/2),Negative
Why is my mum playing music out loud :(,Positive
The finale of Parasyte fucked my feelings alllllll the way up :(,Negative
i wish :( #ZaynIsComingBackOnJuly26,Positive
Good bye Party era :(,Positive
@amedefu Me  too。。。_:(´ω`」 ∠):_,Neutral
@Concept_Nathan nathann💕 I never got a chance to take a pic with you :( got a hug tho! Pic next time I see you?😊,Positive
"some girl came up to me and was like ""you are so beautiful :-("" I want to dieididieieiei she's so cute",Positive
Party goodbye stage :( but this means Hello to Lion Heart and You Think,Positive
@MsDanneh @Obey_Ervin15 Tell her to screw herself. I'm gonna have a netflix and chill on my own. Y u do dis ervin :(,Negative
@subharrie ohh no :(( and yeah i hope she comes back soon too,Positive
@MadniTahir I am. I've accepted the offer..but im desperate to take the year out.   :(,Negative
Come back :(,Neutral
Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex :( http://t.co/3S9LHaFrsU,Neutral
UGH I CANT STREAM TMR I HAVE DUTY :(,Negative
@madrigalandreaa u've gone too far :(,Neutral
@uhhAileeny What about her alien thing :(((,Neutral
@Ni_All_Is_Bae aww I don't really wanna get my hopes up but I wish that he would :((,Positive
@malikm0ney sorka no :((,Neutral
@fxnno_ i knew u would be sad :( were having a funeral i was gonna text u but i have no phone,Negative
Sunny :( i feel so bad.... http://t.co/17tca0uhKp,Negative
So nonexistent wowza :(,Neutral
@izgzb @aishahyussofff back off fah she's mine :-(,Neutral
@DIMPLEDJAI taylor why did you crop yourself out :(((((((((((((((,Neutral
@nickjdrake Boo on both counts :-(,Neutral
new guitar :(,Neutral
@PinkCloud_RP so when will i get my jonghyun hyung? :( please predict it :(,Positive
I hope SJ will be nominated soon but no SJ vs INFINITE pls :(((((,Positive
"Yeah dudes, keep calm and brace yourselves :-( https://t.co/ZnOjT3v9Gq",Positive
@Mr_FRML sir plus 4 please :((,Positive
THEY LOOKED SO SHOCK OMGGGG :((( YALL DESERVE IT :((((,Negative
Whenever I would spend the night we would smoke and watch a movie but he would always end up falling asleep on me :(,Negative
We were 1 point close to grand finals! :( whyyy,Positive
@muhammadskates :( that's a long time,Neutral
"@evanquick Oh, that must be so annoying Evan :( Do the texts give the option to opt out?",Negative
Who's doing giveaways for muster goods? :( or any merchs,Positive
@wendyykid ah too bad :(,Negative
People are looking at me funny because I'm drinking savanna with a straw :(,Positive
Good bye stage :((((,Positive
@ameliahartin AND WHY DID YOU IGNORE ME YESTER AFTERNOON :(,Negative
I can't sleep :( someone talk to me,Neutral
yeah :(,Positive
@_Birexus yes sadly :(.,Neutral
@ClaireClaire05 Very :(,Neutral
@The_Strypes whens the album coming? :(,Neutral
The last of my chocolate has been consumed. :(,Neutral
ugh i have werk in the morning too :-(,Negative
@Deedee_50Fly foreals :( a wesen uwesiti mj 😂😩,Neutral
@crazynovely I will if I catch him online long enough - haha!  He's being very annoying!!  :(,Positive
Bosen :(,Neutral
Dying for some egg benny :(,Neutral
@Michael5SOS Sometimes I hate you :((,Negative
@Mark23Baracael baby followback huhu :(,Neutral
@fkluca but no ones as cute as u so :(,Positive
@Tinkkza You're gonna watch this shit and understand how badly you scared me! &gt;:( https://t.co/YcGudITQgx,Negative
"I miss Al, Katie, Zaz and Amy a lot :((",Negative
I liked a @YouTube video http://t.co/2JcBiswDW9 More subs plz :(,Positive
@LittleMix @SonyMusicNL Can u make a diary while you're all there please :((,Positive
@neikmat Sorry :(,Negative
@twyodor @gkjohn :-( I don't read most of these rehash websites that have mushroomed. A good piece may be by exception &amp; reaches one anyway.,Positive
@daddyksoo and yes its been a while vicky omg :-(((((,Positive
"@megsyfoxie WTF LIKE YOUR LIPS STILL A VIRGIN OMG MOM GET A LIFE YOURE 45 

Hahah : (",Negative
@pastelwolfxx @CHA_NNNNN niNASTY tsktsk oppa wont like u call his dick kawaii he is manly &gt;:( http://t.co/83cUgt7qQ3,Positive
So Lonely :( http://t.co/VM4N0n8Bkw,Negative
can't go back to sleep :((,Neutral
i wanna go on xbox for netflix but am already too comfy in bed :(,Neutral
@baileymac02 miss youu :(,Negative
sigh i feel bad for our girls :(,Negative
@oH_So_EhmTee lol! I love sweet potato fries :(,Positive
@_Birexus guess y'all ugly asf HUH :(,Negative
@Dsitando eish ive been quit i know...i lost my twitter mojo shame...n i dont know how to get it back :( mara im sure you can help me neh,Negative
aww i've got a fever :( but #bad4thwin &lt;3,Neutral
Poor bb :(,Negative
@UrsulaWJ @OwenWinterMYP I'm not able to go! :( It's the Association of Green Councillors conference this weekend...,Neutral
My skype account is out of order. I think it's been hacked. So if you were in my contacts I'm sorry :( I'm creating a new one soon.,Negative
@selenagomez i miss your tweet spree oh :(,Negative
"Yes na! As sholong reject my proposal :( ""@elzzika: Gee U don fly go gidi? ""@Gatlinho: The way i'm being pampered in this lagos ehn....""""",Neutral
@isxbe i guess im arresting my girlfriend :((,Neutral
@prophdog_ @attepate hes such a nice person idk why anybody would say that to him :(,Positive
You know when a song just disappears from your phone and iTunes? I've lost Dazed and Confused :(,Negative
FEVER. :-(,Neutral
"""Do you think they survived???""
""Well, they did find all the missing bodies in fragments, so no. But it would've been nice if they did."" :(",Positive
@DareToAttar im being forced to go :-(,Negative
Horrible weather to be going to work in :(,Negative
@okayshesaid wish that both of us could change this :(,Positive
walao kbs never show encore :(,Neutral
Sending. Finally!!!!!!!!!!!!!! :(,Neutral
Being ill is the worst :(((,Negative
its not the same. :(((((,Neutral
"Hope #DJDerek is found safe &amp; well had many fun times at his gigs, absolute legend :(",Positive
@qtbatooty_ yeah and it's like why do you need to wait till saturday to give us homework pa :((((((( WHAT IF U MADE PLANS 4 DA WEEKEND????,Positive
Greek Tragedy is such a cute song :((((,Negative
@bammyxoxo @stffnkthx @breeyanuh16 same :(,Neutral
"Raining on me today :( 

Gym it is then 💪🏻🐒",Neutral
@cutelilawley whats wrong? :(,Negative
Oh god!!! I'm strucked by the pain... Cant take it anymore!!! :(,Negative
@LittleMix come to Belgium :(,Neutral
"Fabian Delph has fallen :(
@BLUEARMY_IND @MCFC",Negative
@rosicky1987 WHERE U BEEN HIDING BABY :((,Negative
I'm draking silently so they can't hear it :(,Neutral
Rest in peace mo :(,Positive
@MHSScho not much chance of game tonight :( #t20blast,Positive
@OL_EYY ahhh u see? U wouldn't wake up :(,Neutral
Mumma! Im on 7% :( @LMCDark_Angel,Neutral
@sarahhardman8 I hope so :(,Positive
I'm gonna be dead tomorrow :(:,Negative
@_Dedox :( I'll do high you do low,Negative
@hanbined sad pray for me :(((,Negative
@BritishSignBSL how very appropriate! :(,Neutral
@RedsOrDead poor him. . . :(,Negative
I'm still awake :(,Neutral
woke upp now i cant sleep :(,Neutral
No one is up to help me :(,Positive
@curlsharryxoxo i don't know :(( just be happy for him :(,Negative
"@blvsamx hi, can you do me some dms with luke please ?:(",Positive
@KanchuDarling @VidyutJammwal hey babe i just came across this pic..what is this about? I cant read hindi :(,Neutral
their reactions :(((((,Neutral
@junghoseoks 5s :( i think it's bc im running out of space tbh,Neutral
@rustyrockets I wish I could come and see you but on Disability pension with PTSD makes it impossible both physically and financially :(,Positive
Why does it have to rain :(,Neutral
@Foooer_Hungary @FoooerSG nooo why they broke up!!! They were soo amazing togheter!! :(,Positive
@MystikGunn suck for me which mean I have to watch you play it around 1 p.m. my time :(,Negative
Don't be like that :(  https://t.co/gaWf0bsr6A,Negative
@derekklahn You cant hold another week? September 21st. :-((,Neutral
why they cut the encore i wanna see snsd infinite interaction :(,Negative
i miss watching anna akana videos :(,Negative
@tokyato askip t'existes pas :(,Neutral
"@9_Moore Sadly not :( - the channel owner decides which regions it broadcasts to. Thanks, Kei. Please rate our se... https://t.co/EzfeHMTT5S",Positive
i dont think @camerondallas  or @JackAndJackReal  will ever notice me :( I STILL EXIST,Neutral
The traffic is terrible :(,Negative
@joaannelopez I've been eyeing on a small kate spade bag too! Pero walang maganda :(,Neutral
"@mermaid_bl00d haha aw, I miss you too! Haven't seen you for agessss :(((",Positive
@energybiebers Sigh... :(,Neutral
Add me on Snapchat - CorineHurleigh #snapchat #snapchatme #instagram #addmeonsnapchat #sfs #quote #kiksexting :( http://t.co/8bk7ptaqaR,Neutral
I have no bum in Zara trousers :(,Neutral
All these sushi pics on my tl are driving me craaaazzyy :(,Neutral
My after effects not spanish :(,Neutral
Aww the poor thing :( Hope it'okay and in good health. luckely it has been freed from those Rocks #orcalove https://t.co/tOSZMOafv6,Positive
@Techverse_in first i tried this http://t.co/XTSzpi9fQW but no result :(,Neutral
I want my braces back! :(,Positive
I need a big cuddle from Lew and kisses on my face :(((( I don't want to go through this again,Positive
@xcrazy90skidx @kowtsnatinito @_patnicolexx ems haha :(,Positive
Craving for Banana Crumble McFlurry and Fries :(,Neutral
We're not going on the cable cars now because my brother got scared and doesn't want to :(((,Negative
i miss hello venus's old concepts tbh i rly like do you want some tea :(,Positive
tagal :(,Neutral
We've lost in album and broadcast points :( http://t.co/QDSVS5Q9SR,Negative
"i have this awful appointment tomorrow and i'd like to feel OK going in to it, since I won't be after it &gt;:(",Neutral
This sucks I want to go home :(,Negative
There's no milk left for my cereal :(,Neutral
@shahrukh9899 @IamMansoorKhan Huh :( yes,Positive
we lost at the album and broadcast :((((,Negative
So sad :( http://t.co/fVV9Y3WX2o via @EvokeToday,Negative
Everything and all :(,Neutral
@RealLiamPaynePH follow me :((,Neutral
"@sainsburys yeah, I tried to film the date at the start. At the time of filming it had 4 days left.  :(",Positive
"@namwngr no, because you will get more than one and i think its not the same from the previous one :(",Neutral
I can't smile :(,Negative
I'm following 73 users who aren't following me back.  :(,Neutral
when will got7 : (,Neutral
@craigyboi seems to be everywhere today :(,Neutral
@OliviaKaparang @BTS_twt for the fansign and take photo is more expensive :(,Neutral
Zzzzzz.....please don't let the sun come up yet.... :(,Positive
"When your bff's extremely stressed and you can't do anything but pray... 

:(",Positive
ahh no win for the goodbye stage :(,Positive
"@st3cav @MCFC @sterling31 @YayaToure True, deosn't help that Liverpool were here last week, most have never been to Pool though :(",Positive
@ArunbuddyAP yes bro..lost many too :(,Positive
@JindalDaily praying for you all. So sorry this happened : (,Positive
"@jackshilling Great news, thanks for letting us know :( We hope you have a good weekend!",Positive
@peachyIauren it's so fucked :(,Negative
@LocoTaii - My self esteem was on the lowest :(,Negative
"@RyanBitchTits they feel and look better where people can't see tbh
They look so tacky :((",Positive
@fabssulli taken say :(,Neutral
@ASVPxGABE man all I got is lucky charms :((((,Positive
"#Haaretz #Israel :-( Syria continues to develop chemical weapons, officials tell WSJ: WSJ rep... http://t.co/3c5PRCHKqw #UniteBlue #Tcot",Negative
i want all these bts merchs :(((,Positive
Only one more day :(,Neutral
Should have taken a pic before mrs wong confiscated my art work :(,Neutral
#Bad4thWin you guys omg :((((((,Neutral
@mustntgrumble I hadn't thought of an icepack. Big doses of pain killers on board. But it is feeling very very painful already :( *whimpers*,Negative
it's okay :(,Positive
@ABeezyGMT says the Man U fan :(,Positive
@BIBBYUPDATES :(( I wish I could be there to say a final goodbye to them,Positive
@_awkwardraven Will do Senpai &gt;:( -looks up on all of buttsex-,Positive
.@sabal_abla @tanha_messiah But I was joking on the headline. So aren't we friends? :( Pls dn't brk my heart. :'(,Negative
"When someone hits a head voice and I'm like ""I would sound amazing if I could do that too."" But no... I can only do falsettos :(",Positive
@Patrickcf26 NOTICE ME :(((,Neutral
@versacelopez I hate our time zone :(,Negative
MY snapchat - LeanneRiner19 #snapchat #hornykik #loveofmylife #dmme #pussy #newmusic #sexo :( http://t.co/TyhwG534Ng,Neutral
@DominionSyfy when will S2 be aired in Spain?? The delay is killing us... :(,Negative
@TheOnion @ChoKyungHoon82 not a single untruth here :(,Neutral
My last cross country in IJ was amazing!!!!!!!💥✨💫 Can't bear to leave :-( https://t.co/VkVOxIaEQn,Positive
@_lizzy_kay I can't drive so :(,Neutral
when I have my own little apartment can like someone come live with me :-(,Positive
soshi didnt win :(( buttt congrats infinite!! #bad4thwin,Negative
@rickygervais I'm working Saturday and Sunday so Friday is a bad day for me :(:(,Negative
going home soon :(,Neutral
I shoulda moved away w my boys when I had the chance cause they're the only people I want at times like this :(,Positive
Heyyyyy i wanted to see yeols solo danceeeeee :((((((((((((((,Neutral
Inter offer Nemanja Vidic to Roma...but they don't want him either :( http://t.co/Ksdgy0lTpF http://t.co/FplKjpXNQN,Negative
My mom's a linguist. My dad's a computer scientist. And I am the dumbest one in the family :-(,Negative
@GizmodoUK broken for me :( I really wanted my morning ice cream in the pouring rain... http://t.co/y9waxvQKpg,Negative
@hankgreen would you ever consider creating crash course videos about computer science? There aren't many resources at my school :(,Negative
@Uber all ice cream vehicles are busy :(,Neutral
ate ayex what do you eat? youre sexy :((( — I swear I eat a lot. No chill lamon haha http://t.co/CfOxw5wljZ,Positive
"This weather has me scrolling through my contacts of people I've curved on some ""hey you 😉"" sigh* :(",Neutral
so i'll be getting my cement cast tomorrow :(,Neutral
Shit 10.3k???? :(((((,Negative
*sign out* :(((((( https://t.co/y45q9GAJ5j,Neutral
@zaynmalik zayn :((,Neutral
"(bot) If you follow me, plz send to me mention. Because I can't notice :(",Positive
these JMU camps are such a tease bc I just wanna be here now :(,Negative
"@mizznhee that's one of the sweetest things I've ever said, awuna mbulelo :(",Neutral
This fucking bad link isn't working and I can't watch the match! :(,Negative
"Oh no Mr I Pigs not turning on :( although there's a weird crackling noise when I plug him in coming from the plug ,I'm thinking fuse?",Negative
@TitusOReily dammit I tipped Carlton :( #AFLBluesHawks,Neutral
@baileymac02 miss you :(,Negative
@jiministic go to bed :(,Neutral
Am want to go Alex's house :(,Positive
@MotorsportCntrl @GP2_Official so true! This was part of a motorsport series (all on one disc) :(,Positive
"All I want right now is the A, followed by the D and a cheeky J after that

Instead I've got some SEO and some NLs to be getting on with :(",Positive
@BOYBANDSFTCARA sure!!! Sorry :( x,Positive
@talkingsimpsons hey bud! Christy is really sick so I can't leave these 2 at home :( xo thanks man,Negative
My niece is having a better summer then me :(,Positive
I just wanted a bloody sandwhich :(,Negative
@Whorgeee :( it is,Neutral
Buset :( https://t.co/hQ4y4FKniZ,Neutral
#Discrimination :-( Five things we learned about pregnancy discrimination today | Left Foot F... http://t.co/Ey9MmaSmsd #UniteBlue #Tcot,Neutral
"#Discrimination :-( Maternity discrimination: When I needed my boss, he kicked me in teeth - ... http://t.co/2WT4YyMNWz #UniteBlue #Tcot",Neutral
#DomesticViolence :( Proposed New Law Will Help Domestic Violence Victims - 98FM: Victims ... http://t.co/eoISmrzLpo #UniteBlue #VAW :-(,Negative
@nnoonlight i missed you :( it was okay. lol. I did nothing. 😂,Positive
@hamzaabasiali exactly but unfortunately :(,Negative
"Such a stressful and upsetting day yesterday, the UK government sucks :(",Negative
"Ugh, well I could still say that I'm lucky because I am Sapiosexual. :((((",Positive
Aww too bad :(,Negative
Ive been trying to play the damn beta for like 12 hours now :(,Positive
I don't want to be in a world where Hulk Hogan has been scrubbed from WWE history :-(,Negative
im so tired! :(,Negative
This weather isn't making me want to go to the gym at all..... :-(,Negative
@katjturgoose @artsjobs Link doesn't work! :(,Neutral
Irene seemed so sad after making that mistake :(,Negative
"@ItssssKelseyyyy Naa unfortunately, I didn't have my phone on me :(",Negative
@bmthofficial ITS SOLD OUT :((((((((((((((((((((((((((((((((((((((((((((((((((((((((((,Neutral
i hate u &gt;.&lt; &gt;:( #H_My_King,Negative
we lose again :(,Negative
"Valentine et al found r'ships btwn homo/biphobic comments &amp; certain disciplines - incl. European langs, lit, education :( #fresherstofinals",Positive
when will you notice me :( i'm so hopeless 💔 @SeaveyDaniel,Negative
my dreams are gettin too realistic for my liking thx !!! cant tell whats real n what isnt :((((,Positive
@SidebySide either or but would prefer Benzema! We won't get any though :(,Neutral
@dontvexmysoul hahahahahaah i donno korean language :( only few russian ) waaaaa,Neutral
@Grofers what about me? :( #EidWithGrofers,Neutral
Someone talk to me I'm boreddd :(,Neutral
"don't you just hate it when you get called a mug 
pisses me off &gt;:(",Positive
"""@MgaPinoyPatama: I miss you, but I know you don’t care."" :((",Positive
"@alexmcgraaa no I can't do it, don't have the option on my phone :(",Neutral
"@CelestialSinn I love Tiddler, but that was really silly :( but at least we’ll be getting real new cards in like 1 hour..",Positive
:( well this sucks,Negative
Infinite win :(,Positive
@SBS_MTV Are you sure that Chorong is the leader? #에이핑크 #더쇼 I can't be sure anymore :(,Positive
@ClashWithCam when will the clan slots be open :((,Neutral
Pffff doing a private @Bugcrowd #bugbounty and only finding self-XSS and host header poisoning :( Need some code execution #ktksbye,Negative
When your connect leaves a company and they don't alert you :(,Negative
.@uberuk you cancelled my ice cream uber order. Everyone else in the office got it but me. :(,Negative
"@Nebula2592 ahahah i consider it petite, i have a love hate relationship with my height :(",Positive
@therp_stefan @Therp_BV will cost you 600 k£ to get security alerts on odoo 8 if you are an Odoo partner. Far from community spirit. :-(,Positive
jgh :( im so effin tired,Negative
"facebook, y u no work ? y u do this facebook ? :(",Neutral
No ones up :((,Neutral
@TheNameIsJase No unfortunately :( Sorry!,Negative
Anyone else's show box not working?!?!?:(:(:(:(:(,Neutral
AP won't be the same anymore :-(,Neutral
@llymlrs story of my life...!! Love London and can't imagine living elsewhere but it's gonna have to happen someday :( I have NO space!,Positive
"@benrwms Oh no Ben :-( That is terrible, please provide us with the name of the branch you visited. We would like to address your concern.",Positive
Poor guy :( http://t.co/aSq9NN4AXR,Negative
"@elninakauser I feel your pain, It's like the Welsh Pod all over again  :(",Negative
@buterasfredo i can't wait for the movie to come out :(,Neutral
"@littlejules14 Hi Julie, I'm sorry you feel this way :( Whats happened? ^Laura",Negative
@maknaekookie i cant :-( im still inside the train station waiting for the person ;_; home is another hour away D;,Neutral
@vegemitegrier not anymore :(,Neutral
"@wendykims @Joix05 @GiladMillo some people need not to talk-kama hawako around :( :( 
Waa Kimaaaaaani prisssss!",Neutral
Baggage claim. The final goodbye to all your new plane friends :(,Positive
i miss niamh i havent seen her in forever :(,Negative
Yeah I screwed up again :-( and this time I thought I did something good good,Positive
@lifeboatsupport I have! :(,Neutral
"@CherylWalmsley hmmm, they always have so much sugar in them, I rarely make them. Sorry I couldn't help. :(",Negative
I literally have no time to watch paper towns :((,Neutral
@donhutch4 what's the score don I'm stuck at work :(,Negative
Agh @UPCIreland keeps cutting out in the middle of #undercoverboss :-(,Negative
@CMPunk @MattJackson13  please please come back to wwe :( تكفى,Positive
@cosplayamerica I'll be there around 10. My train was delayed. :(,Negative
Having a full time job means you only gonna have part time fun :(,Positive
My cats have forgotten who I am and they hate me :(,Negative
@vaxwell I know it's long and I played for 15 hours. :(,Positive
@NewBreed_Next u already have most of them :(,Neutral
@Kryaotic117 @TritanArmyv2 @MoreConsole yep again :(,Positive
WHY MUST THE VIDEO STOP THO :(,Negative
wisdom teeth giving me so much ache :((,Positive
Y is no one up :-(,Neutral
my wrists feel so naked bc i forgot my watch &amp; bracelet :((,Neutral
@diamaziing Did you ligo na? :(,Neutral
The Day A Dozen Parents And Children Killed A Baby Shark For A Selfie :(  https://t.co/S8cq6c91ni,Negative
So this is Heartache? :(,Neutral
I don't think so :( #zayniscomingback,Neutral
little mix are coming to sweden tomorrow and i can't see them :-( im sad,Positive
"my heart is breathing for this moment in time, i'll find the words to say before you leave me today :(",Negative
Elmhurst FC are over  :-( I'll always be  #ETID,Neutral
Miss chillin'with you :( @PrincessReeev,Negative
"Forget to my Job. 
I'm sorry my father. :(",Negative
"@Scruffbucket IsTanya going2supply all d EXTRA infrastructure,teachers,doctors,nurses,paramedics&amp;other countless things2cope with it all?&gt;:(",Positive
I liked a @YouTube video http://t.co/93Z6WOVOs9 PASHA IS CRYING AFTER TERRIBLE DONATE :(,Negative
i'm so bored!!! pleas can 1 Arianator talk to me? :(,Negative
@Hydrojeon lmao hahahaha slr jgh from school :((,Positive
My live streaming sucks or is it just me :(,Negative
Kendall and Kylie are killing me on Kylie's snapchat :(((((,Negative
@MaayanGean absolute world to me I was so close to seeing him but he did not show up in manila :( i cried so fucking hard that time,Negative
"@jmcefalas Jeebus. Reabsorbtion of tooth, abscess, threatening to affect my lovely front crown :( and OOOOOOOOUCH!!!",Positive
oh barney :((,Neutral
Awh why :( were nice  https://t.co/5zAwc5Z37J,Positive
"Sometimes it be's like that, yo. Follow someone and then a few days later realise they're problematic as fuck. Life :(",Negative
THEY DIDNT EXPECT THAT OMG THEIR FACES :((((( IM SO PROUD OF YOU INFINITE,Positive
This day is such a mess! :(,Negative
I miss you maa :( why didn't you ever tell me its going to be like this without you?,Positive
Help me :(,Positive
@TheHinduTheatre @evam_entd Why no Bangalore? :(,Neutral
"@NotRedbutBlue awww :(
at least u never got called luis manzano tho",Neutral
@bebeshaaa thanks shaaaa! Miss u super :(,Positive
WE DIDN'T GET THE 7TH WIN :(,Negative
Meeting with the convener at 2:30pm :( not looking forward to it!,Neutral
@tweetseamus how was the party last night? Shame I couldn't go :( would of been lovely to have seen you again x,Negative
@SynergyFlying No!!! Why did you delete me?:(,Neutral
"#TURKEY ARE NOW #BOMBING #ISIS IN #SYRIA,AND ALLOW THE #USA TO USE ONE OF IT #AIRFIELDS FOR THEIR #JETS :()",Positive
"I want Jack's follow so bad, but I don't want to be annoying by spamming him :( sooo @jackgilinsky follow me please? ☺💜",Positive
mommy's in manila and I've only seen her once :(,Neutral
"The reason why I'm always, always overweight... sigeg habhab :( masud pa kaha kos akong un… http://t.co/RZ52EUtzMD http://t.co/Nvx057PFZp",Negative
@samayanyan yes thank u!! Oh damn that hella sucks :-( but at least u had a really good time that's all that matters,Positive
@mollehgarcia no pala omg hahaha i have driving lessons :(,Positive
aW i wanna go and see dolphins again :( so cute xxx http://t.co/RJBAFfSMbh,Positive
@brighteyedmgc hoLY FUCK are u okay / text me if u need anythin !!! :-(,Negative
@xband__loverx I miss you :(,Negative
"#ZaynIsComingBackOnJuly26
I See this trend an in radio the next sing is See you again...:(",Neutral
Beware: agonising thought experiment ahead :( https://t.co/B8Ttz1wbkG,Negative
"Last time I was here, was a funeral and a again funeral. Modimo ho tseba wena fela. :( — feeling emotional at... http://t.co/mQYsswdot7",Negative
what's wrong with me :(,Negative
@lh_JM88 and now me too :( hubby will be delighted to return home lol,Positive
SO SAD FOR THE GIRLS OH WHY DIDN'T THEY WIN :((((,Negative
"@burloutray4 I want something new too, damn you bills!! :(",Negative
@someboysjumper @apriloumay Nowt worse than a sad looking willy :(,Negative
@Tonynamly sad moment when you gon vomit all this out :(,Negative
or a famous bowl :(,Neutral
She's so cute :( http://t.co/5gRpttMX8k,Positive
Devastating to find out last night that Titan AE was never actually any good :-( http://t.co/zzwd8HDcOI,Negative
@Mark23Baracael mark followback :(,Neutral
@Latoyasilmon omg...you're so beautiful... miss you soooooooo much...: (,Positive
@itstishh miss you so much :( xxxxxx,Negative
i used to have such nice hair :(( look at it it's all shiny and long and wavy im emo http://t.co/qX7XO8x5Zq,Positive
@LittleMix have fun in Germany :( I can't be there 😭,Positive
I was about to make tea but load shedding was like Ha.a bheyps not now ! Ayemso Hacked :(((( http://t.co/ZudfTknvCM,Negative
my left ear is swelling :(,Neutral
read sm quotes on fb which remind me abt sm 1 and am missing him so much now :(,Negative
everyone is going to womad but me :(,Neutral
wut the hell i can't sleep &gt;:(,Negative
@CorCor84 It is a vicious circle isn't it :(  x,Negative
@eydiespi there is no surprise :(,Positive
Win tickets to Cody Simpson concert in Singapore on August 10! http://t.co/6t9XKgtwTm #SpinorBinMusicXCodySimpson pls pls :(,Positive
@joyce_gleek Sorry poooo. :(,Negative
Sorry na bh3s :( @alrakakire,Negative
Project I want to enter into #PitchWars may not work. :( Only first chap? Mine's a phone call transcript. #ugh,Negative
@5SOSTumblrx the APMA's :(,Neutral
this is bad. my shoulder has started to hurt like a bitch :( and we're just a day away from competition! hope it'll be fine in time,Negative
@shuaijerks it's okay I feel you it happens all the timw :(,Positive
@HeyyLawley don't make the other accs feel bad :( that's just rude,Negative
@meowkenzi :(( that sucks. Try vitamin e oil massage everyday for a while and it should make them healthier and easier to stretch,Positive
What the hell is going wrong :( I don't understand why people choose to hurt each other https://t.co/hIBjz4fC2r,Negative
I don't know what I'm doing for #BlockJam at all since my schedule's just whacked right now :(,Neutral
@tymoss wish I could have been there :(,Positive
GUYS add my KIK - thelock76 #kik #kiksexting #sex #omegle #couple #travel #hotgirls :( http://t.co/Dn6agZcPhd,Neutral
"Valentine et al (2009) found relationships between homo/biphobic comments &amp; certain disciplines- incl. European languages, lit, education :(",Positive
3 ghantay say light nai hay :(,Neutral
@hereisjoshhiles I have it still won't work :(,Neutral
"Rejection is the reason why people deny what they really feel.
:( @maryjan71973628",Negative
this weather is ruining everything :(,Negative
"@krysseners No, I was in Laguna :((((",Neutral
Feeling sick :(,Negative
:( exit gomen,Neutral
@sustinsantos what the heck that's not fair 😂 I grew half an inch in two years :(,Positive
Woke up feeling so sick :(,Negative
I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,Positive
@NerfThorn problem is 1. I'm from UK so it's £ not $ and 2. I don't have $25 :(,Negative
Suuuuuuuper sick :( fever got way worse :(,Negative
Me right Now :( http://t.co/hoVZi9wQnx,Neutral
65% digital sales.. having a bad feeling :(,Negative
can I use anyones netflix my account is inactive and I wanna watch orphan black :(((,Neutral
havent seen you earlier :(,Neutral
@FairyFunFwee whaaat? what is this :((,Neutral
@margauxxemm yes baby kaya i'm so sorry :(((((,Positive
NAAAAAN PAS GOODBYE STAGE :(,Neutral
@AppleMusic why does my music keep pausing randomly? It's the only app open :(,Neutral
3:30am walk down Inglewood ummm bad idea :( ugh stupid anxiety,Negative
And it's not easy to be me :(,Positive
@LittleMix Belgium :(,Neutral
